2021-11-01 00:00:00	D001	215.63	211.62	214.62
2021-11-01 00:00:00	D002	196.97	196.78	215.44
2021-11-01 00:00:00	D003	206.42	238.63	210.14
2021-11-01 00:05:00	D001	221.47	197.82	238.78
2021-11-01 00:05:00	D002	214.31	203.53	228.02
2021-11-01 00:05:00	D003	222.40	235.20	225.79
2021-11-01 00:10:00	D001	207.37	230.66	200.07
2021-11-01 00:10:00	D002	241.89	208.93	238.48
2021-11-01 00:10:00	D003	239.14	245.99	232.42
2021-11-01 00:15:00	D001	231.76	242.78	197.90
2021-11-01 00:15:00	D002	242.89	221.13	225.52
2021-11-01 00:15:00	D003	209.18	211.66	240.76
2021-11-01 00:20:00	D001	204.81	212.86	197.39
2021-11-01 00:20:00	D002	196.11	210.90	239.67
2021-11-01 00:20:00	D003	237.47	218.19	198.65
2021-11-01 00:25:00	D001	239.03	244.40	210.19
2021-11-01 00:25:00	D002	222.79	207.39	227.84
2021-11-01 00:25:00	D003	202.47	203.65	221.23
2021-11-01 00:30:00	D001	238.44	248.53	236.39
2021-11-01 00:30:00	D002	248.24	245.44	232.66
2021-11-01 00:30:00	D003	234.91	196.35	210.18
2021-11-01 00:35:00	D001	206.33	238.32	217.57
2021-11-01 00:35:00	D002	211.08	226.16	215.50
2021-11-01 00:35:00	D003	228.90	213.78	230.85
2021-11-01 00:40:00	D001	236.52	230.48	244.10
2021-11-01 00:40:00	D002	199.82	238.50	240.33
2021-11-01 00:40:00	D003	244.52	213.01	248.08
2021-11-01 00:45:00	D001	219.29	217.75	244.02
2021-11-01 00:45:00	D002	214.85	235.34	210.62
2021-11-01 00:45:00	D003	201.61	227.42	216.07
2021-11-01 00:50:00	D001	199.91	213.54	224.62
2021-11-01 00:50:00	D002	235.19	211.24	238.04
2021-11-01 00:50:00	D003	248.59	211.70	214.80
2021-11-01 00:55:00	D001	215.85	203.50	230.23
2021-11-01 00:55:00	D002	211.05	229.24	244.45
2021-11-01 00:55:00	D003	239.14	198.54	227.78
2021-11-01 01:00:00	D001	217.95	205.41	201.16
2021-11-01 01:00:00	D002	215.05	229.16	217.43
2021-11-01 01:00:00	D003	220.64	222.03	197.12
2021-11-01 01:05:00	D001	231.78	238.35	202.09
2021-11-01 01:05:00	D002	247.70	203.57	243.58
2021-11-01 01:05:00	D003	235.22	209.95	213.47
2021-11-01 01:10:00	D001	244.93	246.75	248.26
2021-11-01 01:10:00	D002	227.36	217.44	203.64
2021-11-01 01:10:00	D003	236.41	239.49	241.33
2021-11-01 01:15:00	D001	221.25	203.25	228.00
2021-11-01 01:15:00	D002	240.24	241.00	200.85
2021-11-01 01:15:00	D003	213.30	233.19	197.35
2021-11-01 01:20:00	D001	220.64	235.63	206.27
2021-11-01 01:20:00	D002	202.65	222.40	213.82
2021-11-01 01:20:00	D003	199.75	205.67	224.02
2021-11-01 01:25:00	D001	195.80	218.28	216.74
2021-11-01 01:25:00	D002	240.42	241.72	209.75
2021-11-01 01:25:00	D003	212.83	224.11	204.27
2021-11-01 01:30:00	D001	196.15	241.26	198.71
2021-11-01 01:30:00	D002	208.84	244.98	213.86
2021-11-01 01:30:00	D003	235.32	218.84	213.70
2021-11-01 01:35:00	D001	233.16	233.33	243.48
2021-11-01 01:35:00	D002	244.78	197.70	203.72
2021-11-01 01:35:00	D003	241.67	201.34	234.44
2021-11-01 01:40:00	D001	205.20	203.03	225.89
2021-11-01 01:40:00	D002	246.54	210.13	227.26
2021-11-01 01:40:00	D003	214.72	227.41	206.04
2021-11-01 01:45:00	D001	243.25	242.67	231.92
2021-11-01 01:45:00	D002	233.06	213.16	227.02
2021-11-01 01:45:00	D003	235.37	244.88	213.43
2021-11-01 01:50:00	D001	215.18	197.68	196.11
2021-11-01 01:50:00	D002	205.17	212.37	224.59
2021-11-01 01:50:00	D003	234.13	240.92	214.58
2021-11-01 01:55:00	D001	199.38	237.55	229.16
2021-11-01 01:55:00	D002	236.53	247.22	217.51
2021-11-01 01:55:00	D003	211.40	225.10	203.20
2021-11-01 02:00:00	D001	234.35	229.59	248.31
2021-11-01 02:00:00	D002	226.35	213.86	246.78
2021-11-01 02:00:00	D003	209.34	206.84	204.35
2021-11-01 02:05:00	D001	229.99	215.46	197.84
2021-11-01 02:05:00	D002	226.76	235.92	222.74
2021-11-01 02:05:00	D003	245.75	228.96	239.27
2021-11-01 02:10:00	D001	203.16	235.26	216.03
2021-11-01 02:10:00	D002	237.92	243.73	199.78
2021-11-01 02:10:00	D003	242.90	247.91	244.80
2021-11-01 02:15:00	D001	201.62	223.36	195.98
2021-11-01 02:15:00	D002	198.97	209.96	218.36
2021-11-01 02:15:00	D003	229.85	216.99	248.69
2021-11-01 02:20:00	D001	228.91	209.23	208.73
2021-11-01 02:20:00	D002	218.78	197.52	240.34
2021-11-01 02:20:00	D003	239.22	220.41	228.11
2021-11-01 02:25:00	D001	216.89	220.03	245.49
2021-11-01 02:25:00	D002	216.54	235.17	216.33
2021-11-01 02:25:00	D003	231.89	217.14	235.66
2021-11-01 02:30:00	D001	227.85	216.08	201.24
2021-11-01 02:30:00	D002	237.98	207.97	246.51
2021-11-01 02:30:00	D003	232.13	238.93	242.98
